user_pseudo_id,event_time,platform,action,action_group,source,medium,staytime,has_shared,revisit_count
user_035,2024-09-02 15:08:00,Web,進入試算,其他,Direct,CPC,15,1,2
user_025,2024-09-02 15:10:00,Android,瀏覽商品頁,試算壽險方案,Google,Referral,53,1,0
user_036,2024-09-02 15:12:00,Web,保存試算結果,保存與分享試算結果,Facebook,CPC,100,0,5
user_042,2024-09-02 15:14:00,Android,完成投保,挑選預約顧問,Direct,Referral,95,1,0
user_032,2024-09-02 15:16:00,iOS,完成投保,商品資訊頁,Email,Organic,17,1,4
user_024,2024-09-02 15:18:00,iOS,進入首頁,挑選預約顧問,Direct,Referral,24,0,4
user_039,2024-09-02 15:20:00,Web,檢視試算結果,好康優惠,Direct,Referral,105,1,0
user_029,2024-09-02 15:22:00,Web,保存試算結果,完成網路投保,Direct,CPC,43,1,1
user_013,2024-09-02 15:24:00,Web,完成投保,商品資訊頁,Email,Referral,7,0,1
user_043,2024-09-02 15:26:00,iOS,進入試算,立即投保,Email,Referral,94,0,0
user_037,2024-09-02 15:28:00,Web,進入試算,商品資訊頁,Google,CPC,118,0,1
user_043,2024-09-02 15:30:00,iOS,立即投保,商品資訊頁,Facebook,CPC,58,1,4
user_038,2024-09-02 15:32:00,iOS,進入首頁,商品資訊頁,Email,CPC,114,1,5
user_035,2024-09-02 15:34:00,Web,點擊優惠,商品資訊頁,Direct,Organic,46,1,0
user_021,2024-09-02 15:36:00,Android,保存試算結果,挑選預約顧問,Email,Organic,115,1,4
user_030,2024-09-02 15:38:00,Web,預約顧問,保存與分享試算結果,Direct,Referral,16,1,4
user_030,2024-09-02 15:40:00,Android,檢視試算結果,挑選預約顧問,Facebook,Referral,14,0,0
user_046,2024-09-02 15:42:00,Android,進入試算,我的保險試算結果,Direct,CPC,60,1,3
user_024,2024-09-02 15:44:00,Web,瀏覽商品頁,保存與分享試算結果,Direct,Referral,30,1,2
user_017,2024-09-02 15:46:00,iOS,完成投保,完成網路投保,Facebook,Referral,6,1,1
user_040,2024-09-02 15:48:00,Web,保存試算結果,挑選預約顧問,Email,Referral,97,1,5
user_050,2024-09-02 15:50:00,Android,檢視試算結果,挑選預約顧問,Direct,Organic,68,1,5
user_030,2024-09-02 15:52:00,Android,保存試算結果,挑選預約顧問,Facebook,Referral,28,0,4
user_027,2024-09-02 15:54:00,Web,預約顧問,完成網路投保,Direct,Organic,83,0,3
user_048,2024-09-02 15:56:00,Android,預約顧問,其他,Google,Organic,112,1,5
user_037,2024-09-02 15:58:00,Android,進入首頁,商品資訊頁,Facebook,Organic,70,1,1
user_038,2024-09-02 16:00:00,Android,預約顧問,其他,Google,Organic,22,1,4
user_050,2024-09-02 16:02:00,iOS,點擊優惠,我的保險試算結果,Email,Organic,21,1,5
user_011,2024-09-02 16:04:00,iOS,保存試算結果,立即投保,Email,Organic,69,0,1
user_029,2024-09-02 16:06:00,Web,瀏覽商品頁,好康優惠,Google,CPC,56,0,0
user_040,2024-09-02 16:08:00,Web,預約顧問,保存與分享試算結果,Direct,Referral,54,0,1
user_028,2024-09-02 16:10:00,Android,瀏覽商品頁,立即投保,Direct,CPC,78,1,5
user_035,2024-09-02 16:12:00,Android,進入試算,其他,Email,Organic,74,1,4
user_034,2024-09-02 16:14:00,Android,預約顧問,立即投保,Direct,Organic,26,0,3
user_012,2024-09-02 16:16:00,Android,立即投保,立即投保,Email,CPC,107,0,3
user_008,2024-09-02 16:18:00,iOS,預約顧問,其他,Facebook,Referral,77,0,0
user_006,2024-09-02 16:20:00,iOS,進入首頁,試算壽險方案,Facebook,CPC,15,1,2
user_007,2024-09-02 16:22:00,iOS,完成投保,商品資訊頁,Email,CPC,81,0,2
user_047,2024-09-02 16:24:00,Android,立即投保,挑選預約顧問,Direct,CPC,108,1,5
user_013,2024-09-02 16:26:00,iOS,立即投保,保存與分享試算結果,Email,Referral,114,0,3
user_005,2024-09-02 16:28:00,Android,預約顧問,商品資訊頁,Email,Referral,116,1,0
user_030,2024-09-02 16:30:00,Web,檢視試算結果,其他,Facebook,Referral,116,1,3
user_028,2024-09-02 16:32:00,iOS,點擊優惠,商品資訊頁,Email,Organic,98,0,4
user_014,2024-09-02 16:34:00,Android,瀏覽商品頁,完成網路投保,Facebook,Organic,109,0,5
user_035,2024-09-02 16:36:00,Android,預約顧問,保存與分享試算結果,Facebook,Organic,118,0,3
user_018,2024-09-02 16:38:00,Web,進入首頁,保存與分享試算結果,Direct,CPC,72,0,5
user_008,2024-09-02 16:40:00,Web,完成投保,試算壽險方案,Facebook,CPC,38,0,5
user_048,2024-09-02 16:42:00,Web,保存試算結果,其他,Email,CPC,88,0,4
user_036,2024-09-02 16:44:00,iOS,完成投保,挑選預約顧問,Direct,Organic,44,1,0
user_007,2024-09-02 16:46:00,iOS,保存試算結果,立即投保,Direct,CPC,81,0,0
user_035,2024-09-02 16:48:00,Web,預約顧問,立即投保,Email,CPC,107,1,3
user_035,2024-09-02 16:50:00,Web,保存試算結果,好康優惠,Email,Organic,115,1,3
user_041,2024-09-02 16:52:00,Android,點擊優惠,商品資訊頁,Email,Organic,21,1,1
user_035,2024-09-02 16:54:00,Web,點擊優惠,立即投保,Google,Referral,98,1,5
user_023,2024-09-02 16:56:00,Web,點擊優惠,好康優惠,Google,Organic,98,0,1
user_003,2024-09-02 16:58:00,Android,瀏覽商品頁,挑選預約顧問,Facebook,Referral,9,1,3
user_045,2024-09-02 17:00:00,iOS,瀏覽商品頁,試算壽險方案,Email,Referral,11,0,0
user_027,2024-09-02 17:02:00,Web,檢視試算結果,試算壽險方案,Facebook,Organic,14,0,3
user_026,2024-09-02 17:04:00,Web,瀏覽商品頁,挑選預約顧問,Email,Organic,103,1,1
user_044,2024-09-02 17:06:00,Android,完成投保,試算壽險方案,Email,Organic,40,0,1
user_043,2024-09-02 17:08:00,Web,點擊優惠,好康優惠,Google,Referral,68,1,1
user_049,2024-09-02 17:10:00,iOS,瀏覽商品頁,商品資訊頁,Direct,CPC,29,1,0
user_019,2024-09-02 17:12:00,Web,保存試算結果,完成網路投保,Email,Referral,53,0,3
user_030,2024-09-02 17:14:00,Web,進入試算,商品資訊頁,Email,Referral,55,1,1
user_012,2024-09-02 17:16:00,iOS,檢視試算結果,保存與分享試算結果,Google,CPC,70,1,0
user_009,2024-09-02 17:18:00,iOS,進入首頁,試算壽險方案,Email,Organic,61,1,4
user_034,2024-09-02 17:20:00,Web,進入試算,我的保險試算結果,Email,Organic,22,1,3
user_044,2024-09-02 17:22:00,iOS,保存試算結果,好康優惠,Google,Organic,38,1,2
user_015,2024-09-02 17:24:00,iOS,進入試算,好康優惠,Direct,Referral,70,0,0
user_029,2024-09-02 17:26:00,Web,進入首頁,其他,Google,Organic,40,0,2
user_026,2024-09-02 17:28:00,Web,瀏覽商品頁,我的保險試算結果,Email,Organic,118,1,5
user_011,2024-09-02 17:30:00,iOS,進入試算,立即投保,Direct,Referral,65,0,1
user_013,2024-09-02 17:32:00,Web,立即投保,挑選預約顧問,Google,Organic,110,0,3
user_029,2024-09-02 17:34:00,iOS,瀏覽商品頁,立即投保,Email,Referral,6,1,3
user_036,2024-09-02 17:36:00,iOS,立即投保,立即投保,Facebook,CPC,100,0,1
user_027,2024-09-02 17:38:00,Android,進入試算,好康優惠,Email,Organic,67,1,5
user_040,2024-09-02 17:40:00,Web,預約顧問,立即投保,Facebook,Organic,119,0,1
user_014,2024-09-02 17:42:00,Web,檢視試算結果,其他,Direct,CPC,57,1,1
user_050,2024-09-02 17:44:00,Web,點擊優惠,好康優惠,Google,Organic,17,0,1
user_047,2024-09-02 17:46:00,Web,完成投保,挑選預約顧問,Direct,CPC,27,1,2
user_039,2024-09-02 17:48:00,iOS,檢視試算結果,其他,Email,CPC,75,1,0
user_029,2024-09-02 17:50:00,Web,完成投保,保存與分享試算結果,Facebook,CPC,94,0,4
user_039,2024-09-02 17:52:00,iOS,點擊優惠,立即投保,Email,Referral,80,0,2
user_027,2024-09-02 17:54:00,Web,檢視試算結果,其他,Facebook,CPC,24,1,3
user_045,2024-09-02 17:56:00,Web,檢視試算結果,好康優惠,Facebook,CPC,16,0,0
user_050,2024-09-02 17:58:00,Web,進入試算,完成網路投保,Google,CPC,51,1,0
user_036,2024-09-02 18:00:00,Web,完成投保,其他,Google,Referral,22,1,0
user_046,2024-09-02 18:02:00,Web,立即投保,保存與分享試算結果,Direct,CPC,106,1,0
user_035,2024-09-02 18:04:00,iOS,進入首頁,試算壽險方案,Direct,Referral,31,1,4
user_011,2024-09-02 18:06:00,iOS,保存試算結果,我的保險試算結果,Direct,Organic,101,0,3
user_011,2024-09-02 18:08:00,iOS,預約顧問,其他,Google,Organic,41,0,2
user_008,2024-09-02 18:10:00,Android,立即投保,完成網路投保,Direct,Organic,9,1,3
user_038,2024-09-02 18:12:00,iOS,預約顧問,完成網路投保,Google,Organic,15,1,3
user_044,2024-09-02 18:14:00,iOS,立即投保,立即投保,Google,Referral,46,1,5
user_010,2024-09-02 18:16:00,iOS,檢視試算結果,好康優惠,Email,Referral,67,1,4
user_035,2024-09-02 18:18:00,iOS,完成投保,商品資訊頁,Direct,Referral,67,1,1
user_021,2024-09-02 18:20:00,Android,立即投保,我的保險試算結果,Direct,Referral,49,0,1
user_012,2024-09-02 18:22:00,Android,完成投保,挑選預約顧問,Facebook,Referral,86,0,3
user_035,2024-09-02 18:24:00,Web,進入首頁,試算壽險方案,Google,CPC,45,0,4
user_041,2024-09-02 18:26:00,iOS,點擊優惠,其他,Facebook,Organic,56,1,4
user_045,2024-09-02 18:28:00,Web,保存試算結果,試算壽險方案,Facebook,CPC,83,1,3
user_008,2024-09-02 18:30:00,Android,進入首頁,完成網路投保,Google,Organic,118,1,1
user_045,2024-09-02 18:32:00,iOS,進入試算,保存與分享試算結果,Facebook,Referral,15,1,3
user_039,2024-09-02 18:34:00,iOS,保存試算結果,完成網路投保,Google,Referral,47,1,0
user_004,2024-09-02 18:36:00,iOS,預約顧問,我的保險試算結果,Email,Organic,42,1,4
user_030,2024-09-02 18:38:00,iOS,預約顧問,商品資訊頁,Email,CPC,98,0,4
user_015,2024-09-02 18:40:00,iOS,進入試算,挑選預約顧問,Email,Organic,21,1,1
user_016,2024-09-02 18:42:00,Web,進入試算,好康優惠,Email,Organic,114,1,0
user_016,2024-09-02 18:44:00,iOS,檢視試算結果,商品資訊頁,Email,Organic,99,0,4
user_003,2024-09-02 18:46:00,Android,檢視試算結果,挑選預約顧問,Facebook,Organic,85,1,2
user_001,2024-09-02 18:48:00,Android,保存試算結果,完成網路投保,Google,CPC,67,1,0
user_023,2024-09-02 18:50:00,Web,進入首頁,立即投保,Email,Referral,53,0,5
user_029,2024-09-02 18:52:00,iOS,立即投保,商品資訊頁,Google,Referral,10,0,0
user_012,2024-09-02 18:54:00,Android,瀏覽商品頁,保存與分享試算結果,Google,CPC,118,1,3
user_046,2024-09-02 18:56:00,iOS,保存試算結果,完成網路投保,Google,CPC,42,0,1
user_037,2024-09-02 18:58:00,Android,保存試算結果,保存與分享試算結果,Facebook,CPC,42,0,2
user_003,2024-09-02 19:00:00,Web,立即投保,我的保險試算結果,Email,CPC,78,1,2
user_013,2024-09-02 19:02:00,Web,檢視試算結果,好康優惠,Facebook,CPC,112,1,5
user_003,2024-09-02 19:04:00,Web,保存試算結果,其他,Facebook,Organic,19,1,5
user_008,2024-09-02 19:06:00,Android,進入試算,試算壽險方案,Direct,CPC,18,1,4
user_012,2024-09-02 19:08:00,Web,瀏覽商品頁,挑選預約顧問,Direct,Referral,69,1,1
user_009,2024-09-02 19:10:00,Web,立即投保,好康優惠,Direct,CPC,115,0,1
user_049,2024-09-02 19:12:00,iOS,完成投保,保存與分享試算結果,Email,Organic,72,1,4
user_014,2024-09-02 19:14:00,Android,點擊優惠,保存與分享試算結果,Email,Referral,107,0,4
user_003,2024-09-02 19:16:00,Web,預約顧問,好康優惠,Direct,Referral,87,1,0
user_049,2024-09-02 19:18:00,Web,點擊優惠,我的保險試算結果,Facebook,CPC,19,0,3
